Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,relevant_to_barrier_immune
prerank,Epstein-Barr virus infection,0.44207546056212493,1.9706731117018093,0.0,0.0009143364971939698,0.023,72/184,19.09%,TYK2;IRF3;BAX;IKBKB;TAP2;RELB;TAP1;DDB2;HLA-F;IRF9;NFKB2;JAK3;HLA-DMA;CCND3;MAPK11;TRADD;AKT1;IRF7;LYN;TNF;CD3G;CD3E;CD3D;STAT2;CD247;PIK3CD;VIM;TAPBP;RUNX3;HLA-DMB;TRAF3;MAP3K14;PLCG2;NFKBIA;CD40;BCL2L11;IRAK4;AKT2;TRAF5;CASP8;NFKBIE;STAT3;BTK;IKBKG;HLA-DRA;CD44;HLA-DPB1;HLA-DPA1;MYC;RELA;TNFAIP3;HLA-B;FCER2;GADD45A;ITGAL;B2M;HLA-E;HLA-DOB;HLA-DRB1;NFKBIB;IFNAR2;CD58;HLA-C;ICAM1;IKBKE;IRAK1;E2F1;HLA-A;CASP9;HLA-DQA1;SYK;ADRM1,False
prerank,Fatty acid elongation,-0.6203928188045943,-2.1127535077714064,0.0,0.0009453357318550608,0.005,20/27,20.86%,HSD17B12;ELOVL4;MECR;ELOVL1;ELOVL6;HADH;HADHA;HACD4;ACOT2;THEM5;ELOVL5;ELOVL7;ACAA2;ELOVL3;HACD3;ACOT4;ACOT1;HADHB;TECR;ECHS1,False
prerank,T cell receptor signaling pathway,0.47069368146012175,1.9658344419367921,0.0,0.0009551550908187006,0.025,36/98,10.81%,IKBKB;ICOS;GRAP2;ITK;CTLA4;LCK;MAPK11;VAV1;AKT1;TNF;CD3G;CD3E;CD3D;CD247;PIK3CD;CSF2;MAP3K14;CD40LG;NFKBIA;CD28;ZAP70;HRAS;CARD11;LAT;PTPRC;AKT2;NFKBIE;MAP2K2;IKBKG;IL10;PLCG1;LCP2;PTPN6;VAV2;RELA;PDCD1,False
prerank,Fc epsilon RI signaling pathway,0.5075726699869849,1.9532802779115384,0.0,0.0010640985096653957,0.029,28/65,13.95%,IL13;PLA2G4E;PLA2G4B;MAPK11;VAV1;AKT1;INPP5D;PLA2G4F;LYN;TNF;JMJD7-PLA2G4B;PIK3CD;CSF2;PLCG2;HRAS;LAT;AKT2;ALOX5;ALOX5AP;MAP2K2;BTK;PLCG1;LCP2;PRKCA;VAV2;FCER1G;RAC3;RAC2,False
prerank,Propanoate metabolism,-0.5776256119016406,-2.1173562435841,0.0,0.001181669664818826,0.005,17/33,16.30%,PCCA;DBT;ACOX1;SUCLG2;SUCLA2;ALDH6A1;ACSS3;HADHA;BCKDHB;LDHB;PCCB;DLD;ACAT1;ACSS2;ACAT2;SUCLG1;LDHAL6A,False
prerank,"Valine, leucine and isoleucine degradation",-0.5208350639967559,-2.069620974493247,0.0,0.001418003597782591,0.009,27/46,21.76%,PCCA;DBT;HMGCL;HMGCLL1;HADH;ALDH3A2;ALDH6A1;HADHA;BCKDHB;PCCB;DLD;BCAT2;ACAA2;ACAT1;HIBADH;HMGCS1;ALDH9A1;MCCC2;ACAT2;ACADM;AACS;HADHB;OXCT2;ECHS1;HSD17B10;ALDH2;OXCT1,False
prerank,Viral myocarditis,0.5030446507701144,1.8937013198325205,0.0,0.0020572571186864316,0.057,26/55,18.68%,HLA-F;HLA-DMA;HLA-DMB;CD40LG;CD28;CD40;CASP8;HLA-DRA;HLA-DPB1;HLA-DPA1;ABL2;ITGB2;HLA-B;RAC3;ITGAL;RAC2;HLA-E;HLA-DOB;HLA-DRB1;HLA-C;ICAM1;SGCD;LAMA2;HLA-A;CASP9;HLA-DQA1,False
prerank,Linoleic acid metabolism,0.6213206294979903,1.8713817668553854,0.0016129032258064516,0.002488617482281974,0.07,9/23,3.85%,ALOX15;CYP2E1;PLA2G2F;PLA2G4E;PLA2G3;PLA2G4B;PLA2G4F;JMJD7-PLA2G4B;PLA2G6,False
prerank,NOD-like receptor signaling pathway,0.41776943256417204,1.8488118002611262,0.0,0.0030858856780296476,0.089,57/156,18.19%,DEFB4A;BIRC3;TYK2;IRF3;DEFB4B;CARD9;GSDMD;IKBKB;NOD2;IRF9;PLCB2;MAPK11;IRF7;RNF31;RIPK3;NOD1;TNF;CCL2;STAT2;TRPV2;CYBA;CXCL1;TRAF3;CXCL8;NFKBIA;AIM2;IFI16;PLCB3;CTSB;IRAK4;TRAF5;CASP8;GABARAP;IKBKG;GBP5;NLRP1;PYDC1;DEFB103B;DEFB103A;RELA;SHARPIN;TNFAIP3;ATG16L1;NLRP3;PSTPIP1;NAMPT;NFKBIB;CXCL2;IFNAR2;CARD17;TRPM2;IKBKE;GBP3;NLRP6;CASP4;NAIP;CAMP,False
prerank,Neutrophil extracellular trap formation,0.438229542320497,1.831077821270595,0.0,0.00314148722177793,0.103,39/99,18.75%,CLEC7A;NCF2;GSDMD;HDAC6;PLCB2;MAPK11;AKT1;FPR3;CYBA;PIK3CD;SELPLG;SIGLEC9;HDAC10;PLCG2;ITGAM;PLCB3;HDAC7;FCGR2A;TLR8;AKT2;MAP2K2;PLCG1;PRKCA;C5AR1;NCF4;ATG7;AGER;RELA;ITGB3;ITGB2;ITGAL;VWF;RAC2;SLC25A4;FPR1;CASP4;CAMP;HDAC8;SYK,False
prerank,Apoptosis,0.41915535762725553,1.8317261066055883,0.0,0.0032001777401788937,0.102,47/137,16.89%,TNFRSF10B;BIRC3;BAX;IKBKB;CTSC;CTSZ;TRADD;HTRA2;CSF2RB;AKT1;PARP3;CAPN2;TRAF1;TNF;PIDD1;NTRK1;PIK3CD;ATF4;MAP3K14;NFKBIA;HRAS;BCL2L11;CTSB;AKT2;CASP8;CASP7;MAP2K2;HRK;IKBKG;TNFRSF1A;PARP2;FASLG;TNFRSF10A;RELA;CTSL;GADD45A;CTSS;PARP4;BIRC7;TP53AIP1;CTSW;TNFSF10;BCL2A1;MCL1;DIABLO;DAXX;ENDOG,False
prerank,C-type lectin receptor signaling pathway,0.4381842846281841,1.8359955510508348,0.0,0.003267408364972568,0.098,31/100,11.45%,CLEC7A;IRF1;CARD9;IKBKB;CCL22;RELB;IRF9;NFKB2;MAPK11;AKT1;CCL17;TNF;STAT2;PIK3CD;BCL3;MAP3K14;PLCG2;CALML6;NFKBIA;HRAS;AKT2;CASP8;CALML4;CD209;IKBKG;IL10;RELA;IL23A;RRAS;FCER1G;KSR1,False
prerank,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.45278595920672104,1.8330708976772272,0.0015037593984962407,0.0032916113898982906,0.102,31/86,10.81%,IKBKB;BATF;LCK;BATF3;MAPK11;CD274;AKT1;MAP3K3;CD3G;CD3E;CD3D;CD247;PIK3CD;RPS6KB2;NFKBIA;CD28;ZAP70;HRAS;LAT;AKT2;NFKBIE;STAT3;MAP2K2;IKBKG;PLCG1;IFNGR2;IFNGR1;PTPN6;RELA;CSNK2A3;PDCD1,False
prerank,Cell adhesion molecules,0.4263108292838481,1.836782189133245,0.0,0.0033352501772643665,0.097,63/133,23.53%,ICOS;HLA-F;CTLA4;HLA-DMA;CD6;CD226;CD274;TIGIT;SPN;VCAM1;NRCAM;SELPLG;HLA-DMB;CD40LG;CNTNAP1;CD28;L1CAM;CD40;ITGAM;CLDN17;PTPRC;ESAM;SDC3;CDH3;ITGB7;HLA-DRA;CD2;HLA-DPB1;HLA-DPA1;CD276;SELL;LRRC4;CLDN7;PDCD1;NLGN2;ITGB2;HLA-B;NTNG1;CD4;ITGAL;HLA-E;HLA-DOB;CD8A;HLA-DRB1;PTPRM;CD58;HLA-C;ICAM1;CLDN19;HLA-A;HLA-DQA1;CLDN5;ICAM3;CD8B;NRXN2;SIGLEC1;SELE;SELP;CD86;CLDN24;NLGN4X;MADCAM1;ICAM2,False
prerank,Butanoate metabolism,-0.5958939690545861,-2.007551674543586,0.0,0.003511247004033083,0.026,16/25,24.09%,ALDH5A1;L2HGDH;HMGCL;HMGCLL1;HADH;ACSM3;HADHA;ACAT1;HMGCS1;ACAT2;ACSM6;AACS;OXCT2;ECHS1;OXCT1;HMGCS2,False
prerank,Phospholipase D signaling pathway,0.42128598666650097,1.819688770375502,0.0,0.0036272691303155507,0.12,41/140,11.32%,CYTH2;PLA2G4E;DGKQ;SPHK1;PLA2G4B;PLD2;PLCB2;PIK3R5;RALGDS;AKT1;ADCY3;PLA2G4F;CYTH1;ADCY6;ADCY9;DGKZ;JMJD7-PLA2G4B;PIK3CD;CYTH4;DNM2;PLCG2;ADCY4;CXCL8;DGKD;TSC2;ADCY7;ADCY2;HRAS;PLCB3;AKT2;RAPGEF3;MAP2K2;PLCG1;ADCY5;PRKCA;DGKA;DGKE;SHC2;RRAS;GNA12;FCER1G,False
