,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
TMEM200C,13.451197662724983,-0.15079499694055984,0.27457976215211694,-0.5491846731843972,0.5828787215619797,0.7148197502250067,False
MARCO,98.14606452802279,-0.08824898109332857,0.16071711434499886,-0.5490951069709439,0.5829401829723712,0.7148552795121996,False
TMEM55B,383.20381015284886,-0.024788595598394064,0.04514635585057534,-0.5490719047277912,0.5829561051229954,0.7148552795121996,False
RP11-775D22.2,1.6661479712381528,-0.3298059147390347,0.6007521815759701,-0.5489882930992369,0.583013483884737,0.7148959560739102,False
CCR10,2.916841310967762,0.24043160355434842,0.4380602147567931,0.5488551469752481,0.5831048612973548,0.7149783169538502,False
RP11-968A15.2,12.836759108239738,-0.09781920402800418,0.17833278425667237,-0.5485205899506067,0.5833344953113127,0.7151537602809025,False
ZDHHC2,257.9904727147406,-0.059703940498138534,0.10885142625966596,-0.548490199436747,0.5833553569098628,0.7151537602809025,False
LRRFIP2,1854.322231513151,-0.03222409381773474,0.05875218790705692,-0.5484747881851086,0.5833659361118055,0.7151537602809025,False
RP13-487P22.1,17.81346769608371,-0.11230619812634736,0.2047625931238512,-0.5484702865548233,0.5833690263160958,0.7151537602809025,False
RP11-539G18.1,8.588529455616325,0.14665211260853456,0.26732855399898964,0.5485837947901698,0.5832911093998839,0.7151537602809025,False
RNU6-1282P,2.59224118277158,0.23760311784101823,0.43325170533310214,0.5484181941265274,0.5834047864148856,0.71516791135297,False
RP13-977J11.6,3.7061090182467646,0.23199135115903477,0.42311608030439546,0.5482924472928021,0.583491112559069,0.7152440451641385,False
AC097382.5,5.807823409469126,-0.13993451551490854,0.2553478784161582,-0.5480151876838685,0.583681474388188,0.7154476944187924,False
ERVMER61-1,3.9580769492594574,-0.20392238300981336,0.37216303901623343,-0.5479383002375968,0.5837342691515458,0.7154645842634637,False
RP11-174O3.3,6.283864853845986,0.15763115447101575,0.28768769867903826,0.5479245556720121,0.5837437070915671,0.7154645842634637,False
FANCB,67.5698558740394,0.048744738763223106,0.08898135439978537,0.547808460458101,0.5838234286828174,0.7155029047541588,False
AC006557.1,2.284121643009757,0.2708776161353634,0.4944710158021619,0.5478129303411823,0.5838203591584505,0.7155029047541588,False
AC008703.1,2.1112668049969336,0.24558835211329208,0.4484341559037267,0.5476575521290508,0.5839270637214804,0.7156002176870594,False
CTD-2302E22.5,9.469594549320977,-0.12466403223612206,0.22765037410598693,-0.547611804837546,0.5839584819850021,0.7156090248550182,False
AC073130.3,4.978847632649608,0.16612100888169226,0.30338656049770113,0.5475555957692168,0.5839970862512491,0.7156266369780867,False
RP11-245C17.2,3.9698351653731394,0.19314617749708732,0.35277046611106266,0.5475123233141607,0.5840268064890017,0.7156333616544209,False
AC009299.2,28.50708849950943,-0.08393885381816335,0.15335865913552782,-0.5473369048172491,0.584147294026266,0.7157513022646953,False
LA16c-425C2.1,3.548735638685364,0.19375363706966822,0.3540241447487102,0.5472893302438354,0.5841799729805071,0.7157616463535798,False
ZFY-AS1,1.6585591406055475,-0.38237088117019224,0.6987752553839123,-0.547201518977822,0.5842402927363904,0.7158058548411501,False
MINPP1,403.21086582945725,-0.05351602577497223,0.09780910130804019,-0.5471477097660753,0.5842772570626549,0.7158214459893932,False
NBPF20,123.18724056166675,-0.04092117248235469,0.07482627641894107,-0.5468823846484515,0.5844595384991975,0.7160150622649258,False
ARL2BP,31.959574173160462,0.07595635690439839,0.13891432671741838,0.5467856246311438,0.5845260203371845,0.7160668035258527,False
G16026,9.887918374041055,-0.13994297988317533,0.2559879968290092,-0.5466778974666231,0.5846000416167874,0.7161277762164827,False
RP3-510D11.4,1.6250475668560578,0.30421764846189797,0.5566302627735541,0.5465345109805115,0.5846985718226942,0.7162187657334526,False
FAM217A,18.077483857585168,-0.10340854729722841,0.18926005537558005,-0.5463833722970107,0.584802437428161,0.7163162829584591,False
RP3-508I15.14,3.926880308567997,-0.2041702548795134,0.3737535482264065,-0.5462697433867153,0.5848805311961995,0.7163347249427153,False
RSF1-IT1,3.8433331669881476,0.16904405346795315,0.30945963411694477,0.5462555849984344,0.5848902621747154,0.7163347249427153,False
PKIG,158.3531469479554,-0.04376655111292028,0.08011500249311541,-0.546296570566559,0.5848620932367997,0.7163347249427153,False
