,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
XLOC_007053,10.181265357499637,4.031781222818634,0.3208300105563038,12.5667209742247,3.217957592040666e-36,9.703379815999546e-34,True
GPR68,173.31606933320577,1.7275770527480228,0.13760906668462436,12.554238571411314,3.767883377790097e-36,1.125341168833309e-33,True
PARP9,732.5621124587158,1.8004230372231524,0.14342926021682645,12.552689977633555,3.8423165923925726e-36,1.1367457390323686e-33,True
G41001,19.345165954284358,3.227018159617282,0.2579529408428601,12.510104165019458,6.573796763461529e-36,1.926675387870594e-33,True
ST14,2034.5225819678526,1.106656432048227,0.08852685682013595,12.50079887391316,7.39048453916892e-36,2.1459777328549754e-33,True
LFNG,842.0018605723144,-1.0261911789463438,0.08212963933531964,-12.494772742841365,7.972377749362693e-36,2.2937042772478356e-33,True
PNP,338.831780958942,1.8273810159319694,0.14662292501781546,12.463133003996019,1.186173271868911e-35,3.3816721641644585e-33,True
PARP12,442.3276291716969,1.4022682274667362,0.11263462908784534,12.449707863583297,1.4035796766698268e-35,3.9409718569660096e-33,True
CDC25B,347.68957494709986,1.398172573624091,0.11230765628716005,12.449485812873666,1.407489948916432e-35,3.9409718569660096e-33,True
C14orf132,1682.8167718544978,-1.5574905737557436,0.1253420668105168,-12.425920629745534,1.890375738101221e-35,5.246210897951707e-33,True
IL36G,446.2782330712847,2.3302773832429944,0.1876909369602926,12.41550295918647,2.1532938501780703e-35,5.923446942244235e-33,True
XLOC_009602,11.95361655124369,4.140832016500058,0.33355586346782945,12.41420844307667,2.188404816732803e-35,5.9676847871948444e-33,True
MPZL2,1705.1560868867957,1.636780262849068,0.1318586610767251,12.413141840539915,2.2177611202456493e-35,5.9956024768020316e-33,True
