,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
LMO7,1859.313354236885,-0.09440699335637238,0.0823988419567207,-1.1457320408211422,0.251906042072199,0.5550547656422437,False
ISG15,42.81036224904103,-0.36263499184341846,0.3165171421891788,-1.1457041136390504,0.2519176011857073,0.5550547656422437,False
CEP95,539.5682501630333,0.10644016793437971,0.09292311655283977,1.1454648948827884,0.25201662943455905,0.5550874510659072,False
SNORA20,45.60433061616327,-0.40213786035630916,0.35109386302925694,-1.1453856153640565,0.2520494543866092,0.5550939890968773,False
TCEAL7,10.862356307609497,-0.2715208810075081,0.23708183772139937,-1.145262258876949,0.2521005349274764,0.5551407254970557,False
RP5-850O15.3,17.770775025000233,0.29769566846008133,0.25996320943094214,1.1451453808088279,0.2521489394859008,0.5551815588491079,False
SKAP1,18.60826376739346,0.2822524868359729,0.2465357505152853,1.1448744705221694,0.2522611607510288,0.5553408516480729,False
TFPT,56.46437795086755,0.11006991043091387,0.09614549294442555,1.144826523428789,0.252281025872398,0.5553408516480729,False
GARS,1679.0884146213698,-0.08912480822402541,0.07785540379877826,-1.1447478771592217,0.25231361243385164,0.5553468311081058,False
RPL15,15960.470150091074,-0.0952850612073534,0.08324230018695039,-1.1446711707071606,0.2523453980710051,0.5553510465123256,False
ZNF280C,151.52339777197992,-0.08188637662008391,0.07156627158879285,-1.14420347465617,0.2525392624580233,0.5555804008542857,False
WWOX,227.33469399669758,-0.10091524812618001,0.08819618709866146,-1.1442132754933074,0.25253519885490006,0.5555804008542857,False
CC2D1A,496.3943820431861,0.07224437025073559,0.06313644588988016,1.1442577932996274,0.2525167415463496,0.5555804008542857,False
CCDC150,45.35146819953514,0.16819674826989267,0.14706400835446298,1.1436975651071213,0.2527490835345835,0.5557665169850864,False
BNIP3P11,10.578549981670216,-0.3392767437576011,0.2966662086749283,-1.1436312388694165,0.252776600701909,0.5557665169850864,False
CTD-2231E14.8,13.026877245785311,0.21021074991898284,0.1838202170519081,1.1435670857663194,0.25280321827360563,0.5557665169850864,False
RP11-164N3.3,19.506807486843517,-0.2525546543739908,0.22081782535051486,-1.1437240357434844,0.2527381020843521,0.5557665169850864,False
RNA5SP187,10.505947278319786,-0.23946958770446475,0.2093830168687871,-1.1436915528566094,0.2527515777872824,0.5557665169850864,False
SNORA13,22.383851954172464,-0.3249160592338375,0.28410543440225,-1.1436460549142677,0.25277045369872975,0.5557665169850864,False
GLB1L2,278.6390490547386,0.11538854841244384,0.1009260421788538,1.1432980618417656,0.25291485944903636,0.5559200591819887,False
SMARCAL1,245.617285215621,-0.06977762645059792,0.06103419232367203,-1.143254687152381,0.2529328625548861,0.5559200591819887,False
WFDC3,31.63015032956749,-0.3298911957386221,0.28859099545064976,-1.1431098022427206,0.25299300498149635,0.5559865187489338,False
RAPGEF2,1218.9199585800536,-0.06305332688511175,0.05516533675597277,-1.1429881623678286,0.2530435059742142,0.5560317767489175,False
SRSF10,348.488336756287,0.10356714247337183,0.09062622149926519,1.1427944446984535,0.25312394586189213,0.5561428032928738,False
THNSL2,173.75948940060758,-0.26671170913141296,0.23340157098078063,-1.142715998057165,0.2531565253393496,0.5561486611259823,False
SIGLEC1,102.50816557579083,0.2787033710003606,0.24395888663559098,1.1424194250265969,0.2532797207325672,0.5563535642556581,False
BTN2A3P,65.03649518724285,0.17656691853521878,0.15460380791200964,1.1420606058791845,0.2534288287535681,0.5566153318589885,False
ENOX1,12.626637253899286,-0.2423808223047303,0.21226848283272184,-1.1418596819940456,0.2535123497720174,0.5566378706847172,False
POLR2E,695.366219768667,0.07387289424273065,0.06469750395031673,1.1418198497960599,0.2535289096900917,0.5566378706847172,False
RP11-557J10.3,14.510049524301063,-0.2020373558129525,0.17693094159605824,-1.1418995116988266,0.2534957916435766,0.5566378706847172,False
IGHA2,26.3221784424386,-0.777634434934169,0.6812492302097103,-1.1414830291915166,0.25366897027831625,0.5568556140493486,False
RP6-65G23.3,102.9297594804718,-0.15295817484646662,0.13400920309660258,-1.1414005255758768,0.2537032860855456,0.5568556140493486,False
DAPK2,310.6594395202194,0.14314871778003743,0.12541884503578782,1.141365300718488,0.25371793817835797,0.5568556140493486,False
TMEM54,432.871726788884,0.10294643810135912,0.09021454788903556,1.1411290142248882,0.2538162388771158,0.5568741459999217,False
LINC01315,83.10450115643877,0.11954734011320955,0.10476052771680688,1.141148700934144,0.25380804773408594,0.5568741459999217,False
RAB9A,609.2214002346911,-0.0976565715798267,0.08557719682083467,-1.141151792857641,0.25380676127944746,0.5568741459999217,False
RP11-212P7.2,245.79012590400052,-0.11115236592005721,0.0974121327423786,-1.1410525854517195,0.2538480407052973,0.5568782032793969,False
COMMD9,416.37661985104285,-0.05117091307717073,0.044855493839792045,-1.1407947766651534,0.25395533477695975,0.5568861638962366,False
RAD17,503.83899297787514,-0.06330858163741443,0.05550404267578399,-1.140612081307647,0.2540313874786996,0.5568861638962366,False
SCARNA13,209.52208443057754,-0.17490428906494715,0.15332220790066114,-1.1407629166041573,0.2539685963907088,0.5568861638962366,False
CTC-524C5.2,55.630084811240366,0.18939052278159937,0.16603788976935377,1.1406464093508124,0.25401709613933654,0.5568861638962366,False
TMEM181,1186.7991251691205,0.06363009153883697,0.05578463280824083,1.140638350306344,0.2540204512042725,0.5568861638962366,False
RP11-344N10.5,20.883627245845805,-0.1975644660456337,0.1732037234194483,-1.1406479153291114,0.25401646918815846,0.5568861638962366,False
REEP4,606.9849932368786,0.07833886289338973,0.06868821307465414,1.1404993577027072,0.25407832013930753,0.5569233822247118,False
RP11-159D12.8,138.61229829362492,-0.09547249751646598,0.08374432939437468,-1.1400473107481723,0.2542665912623324,0.5572703601024738,False
LL22NC03-80A10.6,31.58936348875171,-0.15515853922041012,0.1361075492617963,-1.1399701196733045,0.25429874994725876,0.5572751483992733,False
SEMA4A,682.1397775265477,-0.07985656546870554,0.07006889843684487,-1.1396863266044146,0.25441700571489745,0.5574685881262668,False
CTD-2024I7.13,34.474452035960056,0.3037904622768099,0.26661887996207756,1.1394184174804853,0.25452867779015487,0.5574748077362609,False
FCHSD2,357.71979448010524,0.08008313422320973,0.07028586270373799,1.1393917801189726,0.2545397828567727,0.5574748077362609,False
HHAT,135.81009612871463,0.1222958393004505,0.10733285521037958,1.139407305067423,0.25453331049357875,0.5574748077362609,False
WNT5A,339.3494191494163,0.1994747439495073,0.17506999292868108,1.1393999657655098,0.25453637024003783,0.5574748077362609,False
ZC3H14,1079.4980448064061,-0.046647106103640146,0.04094669722179431,-1.1392153523633093,0.25461334377011446,0.5575702340840951,False
CXorf21,19.46862611355893,0.19784286402244233,0.1736896518565545,1.1390595922538627,0.25467829967289934,0.557581129005952,False
MEIS1,363.69420048004275,-0.10344643019074228,0.09081354340753085,-1.1391079602138268,0.254658127777212,0.557581129005952,False
PIGW,268.3848374895591,0.1284834491985406,0.11283149046551695,1.1387197728971516,0.2548200529366266,0.5578257887905053,False
RP11-884K10.7,54.96139898868273,-0.09631686644017955,0.08460666199169195,-1.1384075931235473,0.2549503248930407,0.5579095817961431,False
CHRDL1,630.754366827917,-0.278400768833682,0.2445672350531827,-1.1383404190391324,0.25497836254958195,0.5579095817961431,False
PROSC,468.17029594333115,-0.08847080947497345,0.07771077508513645,-1.1384625797136727,0.254927375746134,0.5579095817961431,False
CTD-2574D22.4,42.04177179868726,0.16125863513076802,0.14164299764905292,1.1384864610837773,0.2549174090894313,0.5579095817961431,False
PLEKHA1,3835.2846912957903,-0.08611808077388876,0.07567183037825562,-1.1380467519209747,0.2551009608553345,0.5581121515912425,False
SELE,131.64360735348026,0.2675961549869908,0.2351730050941766,1.1378693523086552,0.25517504038698346,0.5582085364013174,False
RPL12,13228.684936883627,-0.11034682918075088,0.09700521457623883,-1.1375350249241143,0.25531469135440943,0.5583169538533498,False
KRT8P31,16.721773634839487,0.2624318707647945,0.23068127025803584,1.1376383980859957,0.2552715059638524,0.5583169538533498,False
HAND2-AS1,33.413710700036255,-0.30899388034909714,0.271625957456376,-1.1375712514468448,0.25529955670770954,0.5583169538533498,False
MUC1,93.39799787914863,-0.4741283531358506,0.41689016379501914,-1.1372980087123736,0.2554137269190525,0.5583825124614148,False
MRPS14,316.3908068207117,-0.0739814595635016,0.06504961020503847,-1.1373082687245881,0.2554094392919243,0.5583825124614148,False
PALB2,440.74126515358256,0.06234041980889602,0.05481692546810184,1.1372476525552702,0.25543477132553427,0.5583825124614148,False
RP4-765C7.2,41.313323779958054,-0.6769404460703226,0.5954718310295755,-1.1368135498532101,0.2556162377236858,0.558713507143048,False
RP11-530C5.2,26.32244615480234,-0.21274765012838243,0.18716948456342633,-1.1366577763710644,0.255681376992715,0.5587901917301701,False
KAT6B,835.0485164282669,-0.07551699957040628,0.06644762578246098,-1.1364890570753723,0.25575194278112623,0.5588787165240596,False
FARSA,422.8488785633073,-0.08998596070565244,0.07921947362383366,-1.1359070767491142,0.25599545625405973,0.5593451078476294,False
SCN4B,95.93013841438551,0.13128756938305836,0.11560344287561693,1.1356717941723995,0.2560939494109976,0.5594945602173053,False
NECAP1,471.9566745158574,-0.06573624723201676,0.057902738523887005,-1.1352873613205385,0.25625493596557225,0.5596489803209115,False
ERVW-1,32.33246782238336,0.2554075221484973,0.22495796231073284,1.1353566663077466,0.2562259083546157,0.5596489803209115,False
SHC3,199.02879092265485,-0.18502211510338423,0.1629604103951721,-1.1353807630621047,0.2562158162363879,0.5596489803209115,False
U91328.19,26.99317358828082,0.1873627112120181,0.16506277944422632,1.135099698689654,0.25633354780419326,0.5597549120008881,False
LINC00174,48.50430606283398,0.2328240410681722,0.20513302548532703,1.1349905287914055,0.2563792867577672,0.5597890427951155,False
GMPPB,243.23645765321788,0.11680636171051897,0.10292534804882086,1.1348648697803179,0.25643194117764956,0.5598382633131588,False
ADAM33,186.88580213019495,0.2521422993818298,0.22221048110192648,1.134700299155438,0.2565009119412812,0.5599230896809089,False
ATE1,852.3322014779038,-0.06905720484268786,0.06087687998874406,-1.134374903172704,0.2566373217580792,0.5601550934639831,False
ZNF277,605.2260073468408,-0.09533769112361655,0.08407008453669475,-1.1340263501460348,0.25678349514424026,0.5604083509474956,False
SRPR,1166.3837506947632,-0.06285639123742984,0.05543889989454644,-1.1337957888232386,0.25688021786738036,0.5604311484252406,False
RPL11,14421.346359469433,-0.10573526193659946,0.09325544009813728,-1.133824062438921,0.2568683554495703,0.5604311484252406,False
ACO1,733.9914501101941,-0.1656092372444932,0.14609034585058195,-1.133608359130553,0.25695886508516597,0.5604311484252406,False
CBR3,92.00767386945317,-0.12728793343645878,0.11228939604232807,-1.1335703808441264,0.2569748031586261,0.5604311484252406,False
KIAA0513,962.0034155633708,-0.08568155184837993,0.07557447376645776,-1.1337366650167533,0.2569050249543948,0.5604311484252406,False
ELP5,192.22446774188614,0.08865901315367805,0.07820727879861183,1.1336414527601713,0.2569449774798441,0.5604311484252406,False
RP11-775J23.2,11.466810225635511,0.3560422970986261,0.31412967529333957,1.1334245857738459,0.257035994297094,0.5604331190303238,False
DHODH,164.3165369880453,0.0836348676910797,0.073788744288081,1.1334366575552244,0.2570309273080117,0.5604331190303238,False
SF3B4,341.3335913598018,0.07520320998425761,0.06635558729382644,1.1333365139434812,0.2570729635161024,0.5604479992602459,False
CCNE1,69.8265849378705,0.18258295068472447,0.16113917832810246,1.1330760934684636,0.25718229975789475,0.560554902356246,False
LENG1,74.70219224868802,0.08524910213827772,0.07523667010192557,1.133079149074354,0.2571810166898758,0.560554902356246,False
PTN,94.58533102761848,-0.22944570817502832,0.20251683360735065,-1.1329710428906303,0.257226413854059,0.5605853342368614,False
ZNF862,189.7042833532465,0.1003548893872481,0.08858462380606148,1.1328703004593133,0.2572687237539193,0.560611827476895,False
API5,1978.8158602830476,-0.07729355655136466,0.06825717816346426,-1.132387224773046,0.257471673427493,0.5609225864030876,False
ARMCX2,83.14412141204475,-0.14484371163634388,0.1279022416792965,-1.1324563958740193,0.2574426064647424,0.5609225864030876,False
SNN,484.22469178852754,0.08999590091447503,0.07950544675483857,1.131946358241148,0.2576569871170977,0.5610631655635702,False
TRAPPC4,304.4528583497455,-0.09801914726508625,0.08658586402360421,-1.1320456101051921,0.2576152595540808,0.5610631655635702,False
DEF8,648.0101351982099,0.06648868869962327,0.058742089496688625,1.1318747642330858,0.25768708964862985,0.5610631655635702,False
NAMPTP1,18.640580430618023,0.31930241160642336,0.2820312569800449,1.1321525671497312,0.25757029781995733,0.5610631655635702,False
RGS9,29.96026079684472,0.18620535619204176,0.16449482221601305,1.13198308423057,0.2576415461952901,0.5610631655635702,False
SLC25A23,501.3443687100249,0.08145346761234007,0.07197353303487411,1.1317141757216855,0.2577546198246401,0.5610891640589308,False
EEF1D,1025.3616094861234,0.06797583229935847,0.06006508960092962,1.1317028368889075,0.2577593884588709,0.5610891640589308,False
YTHDC2,1235.2334029134365,-0.06418574198233126,0.056738086317438124,-1.1312637797338636,0.25794408441809114,0.5612940563554718,False
RP4-756G23.5,11.235989663024847,0.22141206077919187,0.19571377581954252,1.131305447723539,0.25792655221425353,0.5612940563554718,False
AP4E1,1040.6560858346231,-0.07189717831559113,0.06355189665726625,-1.1313144390218717,0.25792276914818135,0.5612940563554718,False
AF131215.8,10.003117664037783,-0.21089842803274664,0.18659495124186984,-1.1302472367506553,0.2583720606098543,0.5615680793615163,False
PLEKHA8,468.1402836195863,-0.0692235525529457,0.06122387233964032,-1.130662761233511,0.258197060616949,0.5615680793615163,False
FGF22,157.22380775149617,0.1683630481089218,0.14896111099087392,1.1302483378983161,0.25837159674796295,0.5615680793615163,False
SERPINA1,34.26684481748059,0.2500004495797167,0.2211644197655453,1.1303827706316427,0.2583149708766319,0.5615680793615163,False
SFMBT2,86.7305929751308,0.15661513263249852,0.13855462638092994,1.130349355509174,0.25832904521964184,0.5615680793615163,False
RP11-298I3.1,11.376368752039827,-0.2610410034716487,0.23083161212047593,-1.1308719853128517,0.25810897607570915,0.5615680793615163,False
RAB1B,443.1647198325265,-0.07174067783870115,0.06345077508950944,-1.130650929598531,0.2582020424259138,0.5615680793615163,False
G10656,25.147651100281706,-0.2647129450307697,0.23415711519273855,-1.1304928522581095,0.25826860860699274,0.5615680793615163,False
RP11-1246C19.1,26.463087685014113,0.17854564532995276,0.1579085799969614,1.1306899557540728,0.2581856103890161,0.5615680793615163,False
NOTCH3,5363.422734543892,-0.10564589634827827,0.09346674830230846,-1.1303046085071626,0.2583478933467739,0.5615680793615163,False
LPP-AS2,26.089644052352362,-0.138574606341303,0.1226763579736763,-1.1295950469204352,0.2586468990484674,0.5620997249689194,False
APEH,907.704926952234,0.09746213049845816,0.0863169995437494,1.1291186094699677,0.258847801941695,0.5624705859864414,False
PREB,374.1153551325031,0.07800229830696963,0.06908686501237732,1.1290467195608753,0.2588781256762406,0.5624707388772543,False
YOD1,4253.242887172934,-0.15410498899821573,0.13650211470343862,-1.1289567882008327,0.25891606290353375,0.5624874318184738,False
HMCN1,892.8306421106929,0.1912925565903949,0.16948223853535782,1.128687927676191,0.2590295037403709,0.5625670852197234,False
COPB2,2403.4149569639203,-0.06278089976722324,0.0556206456581687,-1.1287337466929055,0.25901016880103667,0.5625670852197234,False
PKM,7553.814354081868,0.09836741466486852,0.08716010238949687,1.1285830554132321,0.2590737620294359,0.5625670852197234,False
TRAM1L1,90.49652150400986,-0.1734529473605397,0.15368708879115361,-1.1286110546100983,0.2590619452699704,0.5625670852197234,False
UBR5-AS1,66.07666164747425,-0.12382628843407173,0.10972866718672691,-1.1284771027370148,0.25911848159532247,0.5625852032387744,False
CNIH2,21.66960957272297,0.16130879972146722,0.14295104050488286,1.128419906226267,0.25914262481372974,0.5625852032387744,False
ELK1,330.0576873122794,0.0727354820734108,0.06449504979530016,1.1277684458615789,0.2594177226973764,0.5630953053616271,False
HOXB3,28.180596505295036,0.2539549556159122,0.22519326052300373,1.127720052661036,0.2594381661858701,0.5630953053616271,False
BDH2,228.1692044165598,0.09519099610534476,0.08445985772126391,1.1270560793447695,0.2597187713829965,0.5636338171425437,False
ETAA1,511.2325958422501,-0.07243202975231341,0.06427594344322604,-1.1268917400845546,0.2597882560772682,0.5636338171425437,False
GLE1,719.575348168043,-0.057191957599715446,0.050763801160409724,-1.1266287451365835,0.25989948040680977,0.5636338171425437,False
CSRNP1,523.2397901866309,0.15135900006569974,0.13434785061017676,1.1266201831905929,0.25990310193035226,0.5636338171425437,False
KRT20,10.096272079108278,0.30696662665705793,0.2724153644229514,1.1268330158517137,0.25981308853817486,0.5636338171425437,False
GALNT5,64.43700834825964,0.21272814679970634,0.18879839649153074,1.126747635323529,0.259849195962209,0.5636338171425437,False
RALB,789.3051332865964,0.0842618030248242,0.07479275277875166,1.126603847221447,0.2599100117995188,0.5636338171425437,False
DYRK3,33.58789757196945,0.16354857062090308,0.1451752726012677,1.1265594180773382,0.2599288053022897,0.5636338171425437,False
TLR10,13.42384394912643,-0.22911987340820142,0.20344024313382217,-1.1262268953222165,0.2600694921062269,0.5638731192115416,False
AGAP4,19.602656308428035,0.3066415048174824,0.2724195558315746,1.1256222185718037,0.2603254593841945,0.5640159760674839,False
CAPN13,9.913473847637889,-0.5462089971474032,0.48518214338464694,-1.1257813268580557,0.2602580899495517,0.5640159760674839,False
DYRK2,887.0725510293198,-0.05731744349623525,0.05090969557403941,-1.1258649821010396,0.2602226735894567,0.5640159760674839,False
SELP,48.99312283074467,0.21819634890796555,0.19381530250667847,1.1257952601572674,0.2602521909037553,0.5640159760674839,False
WARS2,245.55853452785868,-0.07179261602631871,0.063785061166429,-1.1255396594979548,0.2603604212005969,0.5640159760674839,False
ROCK1,1535.6768874033207,-0.054069601894276946,0.04803831588024716,-1.1255515707308505,0.26035537687444565,0.5640159760674839,False
RP11-344B5.2,22.21185379837084,-0.2427291429934406,0.2156637747554684,-1.125497980681551,0.260378072428314,0.5640159760674839,False
G11188,694.3676765572247,-0.13883068613254665,0.12331437684746391,-1.1258272529266877,0.2602386462342384,0.5640159760674839,False
CDC42EP5,34.27070455071836,0.135886810270994,0.12075960175125082,1.1252671282479325,0.26047585480779345,0.5641620564522944,False
HYDIN,12.701305870784589,0.27593277471872696,0.24525478384923033,1.125086207852956,0.2605525051836095,0.5642623385409048,False
OAT,2143.3233457110973,-0.1115900068928285,0.09919074157334837,-1.1250042607082564,0.2605872287887968,0.5642718096484172,False
RALY-AS1,14.116815317788507,-0.1699639227598282,0.1511079377707116,-1.124784874092639,0.260680205616303,0.5644074045438809,False
RP11-146F11.1,13.86235551473015,0.1570069417055113,0.13967765738217933,1.1240662583273173,0.26098491821696157,0.5648698020360593,False
RP11-455F5.3,10.759318713994215,0.19141183517128418,0.17027441131323903,1.1241374067602,0.26095473836702054,0.5648698020360593,False
ZSCAN5A,105.71846567492696,0.08012984726103922,0.07128536814386395,1.1240714517925454,0.26098271516335647,0.5648698020360593,False
BCLAF1,4614.7593613938425,-0.07581975723380295,0.06745658968943989,-1.1239785109633593,0.26102214235073873,0.56488460837911,False
NF2,1081.8977771664026,-0.053716489391219445,0.04779824213470962,-1.1238172575432888,0.2610905587523633,0.5649669073933821,False
CFDP1,336.6165406600453,-0.06197228950430017,0.05516809551164659,-1.123335669458032,0.26129496016490883,0.5650146428688049,False
PDGFRL,153.3758042124718,-0.27240169497874706,0.24245746437684992,-1.123503026309617,0.26122391601592054,0.5650146428688049,False
DIAPH1,2714.2721758079033,-0.09872903492076049,0.08787518748106966,-1.123514358840247,0.2612191057606049,0.5650146428688049,False
NET1,2474.505671622445,-0.0954203922035861,0.08493994150812846,-1.1233866012782066,0.2612733378386024,0.5650146428688049,False
RP11-10C24.1,31.429280023198963,-0.14568337103256204,0.12967209562477153,-1.1234751033416002,0.2612357685819243,0.5650146428688049,False
GAREML,35.32516462883778,0.1939463734072846,0.1726157788147443,1.1235726811245503,0.2611943509984176,0.5650146428688049,False
HIST2H2BA,16.634350687219126,-0.18416637021994575,0.1639777443089013,-1.1231180852995093,0.26138734612779246,0.5651486846386693,False
NUBPL,265.4784403790142,-0.07790994530703746,0.06938849612683262,-1.1228078090153273,0.261519128108781,0.565367863930053,False
SH2D5,14.60487035952957,0.551779484461636,0.49157655003678496,1.122469093410469,0.2616630413942712,0.5656132153938253,False
ACTG1P10,15.096054643880947,0.2904710575502956,0.2588018085934331,1.1223687312271204,0.26170569372910657,0.5656396486644443,False
CD1E,107.2326046006519,0.2476540421320922,0.22079846498623248,1.1216293652563853,0.26202006061924943,0.5662532799062053,False
MAPKAPK2,1149.6380910112762,0.07567313668522783,0.0674919069576107,1.1212179370299238,0.2621951064329283,0.5662838512863954,False
PRCD,18.78848681157701,0.19175246182491532,0.1710294110732785,1.1211665912990714,0.262216957601365,0.5662838512863954,False
TMEM120A,167.93241358818437,0.08156677276213488,0.07273038782359526,1.1214950889574786,0.2620771807919867,0.5662838512863954,False
DTNA,64.42801071013704,0.18801067292340765,0.16766077752921857,1.1213754086917715,0.2621280991676409,0.5662838512863954,False
ALG12,142.5919481245758,0.07309148526614873,0.06518849289614805,1.1212329357359274,0.2621887236810152,0.5662838512863954,False
RNASEH1,271.0275855142856,0.07154098170741414,0.06380882622789563,1.121176895683723,0.2622125722703669,0.5662838512863954,False
NOXRED1,20.850842094370638,0.1644889289078813,0.14673366556406314,1.1210033380926228,0.2622864415178222,0.5663439158829302,False
AC016586.1,22.623287143432826,0.2791783638991098,0.2490533423521775,1.1209581098668158,0.26230569382895397,0.5663439158829302,False
ZC3H12B,38.94333007735456,-0.16315540330325043,0.14558626841647804,-1.1206785164416222,0.2624247301062257,0.5665351349436772,False
FAM208B,1703.2461710643474,-0.0700424560350747,0.06251551437303564,-1.1204011794116437,0.26254284258189264,0.566658524411719,False
SLC22A1,12.240824837176584,0.2936377373312982,0.2620670256807385,1.120468080898589,0.2625143471736371,0.566658524411719,False
KLRD1,10.602604730182764,-0.33401251389579845,0.2981777705130676,-1.1201791244232284,0.2626374379661254,0.5667968945636915,False
INTS6-AS1,42.9668875996029,-0.16062588749424433,0.143435381904063,-1.1198484318302946,0.2627783565689159,0.5669693867157113,False
GANAB,2334.59945796848,-0.05779183145998309,0.05160495803827426,-1.1198891280392123,0.2627610118071315,0.5669693867157113,False
ABHD18,269.6175616198172,-0.07117524437063898,0.06357059949523115,-1.1196251873631975,0.2628735176287257,0.5671088929859907,False
EPB41L4A,320.20484649187256,-0.11022171787317711,0.09851407566078824,-1.1188423292190406,0.2632074097868182,0.5677633324929254,False
DSG4,39.0733802462223,0.30689862743906926,0.2744023951536052,1.1184254687983801,0.2633853218128426,0.5680811952603676,False
ADGRB2,24.590345346337934,0.14247329346980045,0.12739741292569956,1.1183374151631589,0.26342291287232955,0.5680963688809131,False
SNORD63,26.244397213498836,0.23465927214808446,0.20986178900853464,1.1181610204349366,0.2634982288462142,0.5681269941677856,False
PPARA,1179.9505386842375,-0.1215822839698682,0.10872771067339897,-1.1182272046091575,0.2634699681790511,0.5681269941677856,False
HADHB,1823.5354471537116,-0.07565183866688205,0.06766287191133008,-1.1180701695018391,0.26353702563465753,0.568144756563028,False
NCAPH,109.6939308120041,0.14655570221859787,0.13109057771296032,1.117972815250692,0.2635786039605088,0.5681685107053658,False
RPL38,5287.727426148217,-0.10164753553303602,0.09092921097422403,-1.117875481860833,0.2636201779010148,0.5681922498882062,False
SLC39A1,1040.2658766270029,0.09105515675388523,0.08146862578899527,1.1176714455662868,0.26370734245716854,0.5682432427907746,False
CUTC,187.69597847202112,0.0799675898531565,0.07154485094356683,1.1177266958908525,0.26368373748781004,0.5682432427907746,False
CKAP4,1509.3498367912296,-0.09389646798473449,0.0840157549907109,-1.1176054776287618,0.2637355282939756,0.5682432427907746,False
PCYOX1L,169.58850485906095,0.09597485574370719,0.08589554510565245,1.1173438113194005,0.26384734980194113,0.568288230479949,False
RN7SL441P,11.831624836320401,0.3021456755483706,0.27041466696470534,1.1173420396897584,0.26384810700854777,0.568288230479949,False
MCPH1-AS1,11.528275964299798,-0.22953280015837377,0.2054236481991191,-1.1173630795218155,0.263839114537456,0.568288230479949,False
KDM1A,1350.3938928306186,-0.04917943617869969,0.04402159517601013,-1.1171661540675009,0.2639232891858888,0.5683263038697403,False
TESC,15.498876865218865,0.3044486923121554,0.2725207939494512,1.117157659421124,0.2639269205901107,0.5683263038697403,False
GMDS,95.23996710352927,0.13502382017408798,0.12088177050167179,1.1169907556261398,0.2639982778310507,0.5684141263966294,False
MFSD1P1,21.145882643092182,0.22408864038752382,0.20063155147790976,1.1169162513912811,0.2640301353061164,0.5684168915714817,False
PCOLCE,200.30623843495178,-0.24325142048962498,0.21780295243469533,-1.1168417037990335,0.26406201397393436,0.5684197017255282,False
SERTAD4,445.89898035949227,0.10480074443150958,0.09384277301750443,1.1167694758120708,0.26409290324430945,0.5684203816992592,False
AC144831.3,50.75331738054613,-0.16359094809555574,0.14649849758861835,-1.1166732136389181,0.26413407493109,0.5684431903135577,False
YIF1B,173.81449350177255,0.09703670283850774,0.0869205387164966,1.1163840476760782,0.2642577788977728,0.5686435908874297,False
KRT9,43.73323152840957,-0.28647725505868255,0.2566329491709524,-1.1162917933341825,0.26429725331589005,0.5686627165431116,False
LRRC57,498.0318468660098,-0.04815979612245416,0.04315048633900817,-1.1160893006880797,0.26438391150759133,0.5687438194969859,False
FAM217B,336.051320964182,-0.06481578129754345,0.058075495408241085,-1.116060755778691,0.26439612908307064,0.5687438194969859,False
TMEM106A,35.16668366932014,0.18526655971114234,0.166045950605964,1.1157547596616184,0.2645271236697133,0.5688939598921122,False
ARL6IP6,535.162638763874,-0.09095825903667978,0.08151976420034962,-1.1157816748970635,0.26451559967003024,0.5688939598921122,False
ZSCAN31,194.34739030015305,0.18643759730247267,0.16714038965316347,1.1154550835339874,0.26465545607250984,0.5691041220564542,False
GSN-AS1,72.3613202440019,0.20409429009919197,0.18311524907931653,1.1145674165606403,0.26503583968653954,0.569592686562495,False
ARHGEF15,30.244836247697027,0.19124599341547013,0.17157515084189612,1.1146485518273006,0.2650010559168824,0.569592686562495,False
RXRG,23.847637677734845,0.21583003013226076,0.19363896885187382,1.114600183072459,0.26502179186776076,0.569592686562495,False
SNORA74B,51.34080067938169,-0.34068952016411996,0.3056193314536573,-1.1147512120508012,0.26495704861956504,0.569592686562495,False
ZNF224,193.58368903691212,0.0981563656221308,0.08805057218195328,1.114772603854229,0.26494787924185104,0.569592686562495,False
FAM228B,46.72692555213461,-0.12672070197648225,0.11372841624839945,-1.1142395731573869,0.26517642255683094,0.5698289468535137,False
SAC3D1,87.2493683574086,0.1225622463903248,0.11001723337101459,1.1140277085227572,0.2652672997725688,0.5698924933408365,False
XPC,556.260062409365,0.07426437430346554,0.06666013124388423,1.1140748288022455,0.2652470861451123,0.5698924933408365,False
ARMCX5-GPRASP2,79.61221178975298,-0.0965260340251007,0.08665434901144863,-1.113920248969245,0.26531340167262774,0.5699256804041011,False
MRS2,623.6089912478457,-0.05695593639898807,0.05115253114585092,-1.1134529440310574,0.26551394729203237,0.5699596474628668,False
ATP6AP2,2750.9577296114567,-0.09034020361438173,0.08113910268811049,-1.1133990963843812,0.26553706291244494,0.5699596474628668,False
ZNF16,300.48757711286873,-0.0614344633878517,0.055173004767403874,-1.113487721882189,0.26549901865557113,0.5699596474628668,False
SPINT1,2112.5891348069863,-0.06406256264022035,0.057526746039551005,-1.1136135284998707,0.26544502011078774,0.5699596474628668,False
MYH3,56.77930882184378,0.15309929142215276,0.1374916323853086,1.1135171556702812,0.26548638444731565,0.5699596474628668,False
RP3-394A18.1,370.34928413442134,0.19931339584077784,0.17901596015342333,1.1133833858721804,0.26554380735388083,0.5699596474628668,False
DNAJC24,325.8830163711171,-0.06072184334901205,0.05453110623046119,-1.11352671065185,0.26548228314013156,0.5699596474628668,False
